SONO,2020-09-25 00:00:00,2020-09-30 00:00:00,14.20,15.44,278,343.61,1,0.08704,1.000,0.667,0.700,0.800,1.000,0.500,0.500,1.000,3
SONO,2020-11-13 00:00:00,2020-11-17 00:00:00,16.50,16.87,239,88.43,1,0.02242,1.000,1.000,0.700,0.800,0.590,0.300,0.713,1.000,1
UCTT,2020-01-16 00:00:00,2020-01-23 00:00:00,24.60,24.99,161,62.79,1,0.01585,1.000,0.874,0.700,0.500,1.000,0.500,0.500,1.000,3
UCTT,2020-04-29 00:00:00,2020-04-30 00:00:00,16.89,19.55,237,629.77,1,0.15733,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,1
UCTT,2020-07-29 00:00:00,2020-07-30 00:00:00,24.00,26.56,170,434.61,1,0.10652,1.000,1.000,0.900,0.800,0.794,0.500,0.500,1.000,1
UCTT,2020-07-31 00:00:00,2020-08-06 00:00:00,30.61,28.75,134,-249.24,0,-0.06076,1.000,0.967,0.700,0.500,1.000,1.000,0.500,1.000,3
UCTT,2020-10-13 00:00:00,2020-10-15 00:00:00,24.76,23.85,166,-151.55,0,-0.03687,1.000,0.767,0.700,0.800,1.000,0.300,0.500,1.000,2
CSGS,2020-08-03 00:00:00,2020-08-06 00:00:00,38.31,40.05,107,185.80,1,0.04533,1.000,1.000,0.700,0.800,1.000,0.300,0.500,1.000,3
ARRXF,2020-03-04 00:00:00,2020-03-06 00:00:00,0.12,0.12,34319,0.00,0,0.00000,1.000,0.420,0.700,0.800,1.000,1.000,0.500,1.000,1
ARRXF,2020-05-05 00:00:00,2020-05-13 00:00:00,0.23,0.22,17874,-172.91,0,-0.04167,0.500,1.000,0.900,0.800,0.598,1.000,0.500,1.000,5
ARRXF,2020-09-28 00:00:00,2020-10-02 00:00:00,0.38,0.38,10950,0.00,0,0.00000,0.800,1.000,0.700,0.800,1.000,1.000,1.000,1.000,3
ARRXF,2020-10-08 00:00:00,2020-10-14 00:00:00,0.37,0.37,11259,0.00,0,0.00000,1.000,0.950,0.700,0.800,1.000,1.000,1.000,1.000,3
